doi;author;title;year;abstract;journal
10.1524/stuf.2010.0024;"G?nther Lampert; Martina Lampert";Where does evidentiality reside? Notes on (alleged) limiting cases: seem and be like;2010;Standard definitions of evidentiality yield unwanted effects for alleged English evidentials: Some (like seem ) do not specify an information source at all, but only schematically refer to it, others (like reporting verbs) are, in light of the envisaged cognitive-functional definition, best examples, yet are supposed to be (partially) excluded because of their non-lexicalized meanings. The present meta-study of conceptualizations of evidentiality, a far from trivial issue which must be settled before any database can be compiled, scrutinizes relevant parameters and applies them to two test cases, seem and ‘mediated’ evidentials, suggesting to conceptualize evidentiality as a multi-dimensional contextu­al category.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0025;Monica-Alexandrina Irimia;How to disambiguate an evidential construct? Taxonomy and compositionality of Romanian verbal complexes with evidential semantics;2010;"This paper examines a specific verbal paradigm with evidential interpretations in Romanian; it also addresses intriguing questions about compositionality in the evidential domain and the precise delimitation of this notion from other (modal) categories. The discussion is centered on a typical characteristic of evidentials about the past, namely that they are homophonous with the perfect counterfactuals and future perfects. A battery of tests is examined in detail, and it is demonstrated that evidentials are not pragmatic extensions of homophonous forms; they rather have to be considered independent entries in the database.";LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0026;"Paola Pietrandrea; Katerina Stathi";What counts as an evidential unit? The case of evidential complex constructions in Italian and Modern Greek;2010;The evidential meaning traditionally attributed to modal auxiliaries is conveyed in Italian and Greek by complex constructions clustering both modal and aspectual features. The evidential reading of Italian and Greek modal auxiliaries, indeed, is only licenced when the modals take as complements stative, progressive, habitual or resultative subordinates. A feature of aspectual incompleteness of the subordinate is therefore necessary in order to obtain an evidential reading of the auxiliary. This leads us to propose the entire construction combining the auxiliary, the subordinate and the specification of its aspectual values be taken as an entry of the database of evidential units.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0027;Silvio Cruschina;On the syntactic status of sentential adverbs and modal particles;2010;This paper sets out a number of reasons for establishing a distinction between sentential (modal) adverbs and modal particles. Adverbs and particles are generally difficult to define as two distinct and independent word classes in terms of unitary criteria and distinctive properties. The traditional role of an adverb is that of modifying a verb or a verb phrase. In reality, adverbs also modify adjectives, sentences, and other adverbs. Particles also serve a sort of ‘modification’ function. Modal particles, for example, take the whole sentence as their object and fit its content to the context of speech. This ‘vague’ similarity, though, should not be interpreted as a motivation for assimilating the two categories, especially when other syntactic properties, such as the sentential position, the distribution, and the sensitivity to sentence types, together with their correlated semantic interpretations, are taken into consideration.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0028;Alexander Letuchiy;Syntactic change and shifts in evidential meanings: four Russian units;2010;The aim of the article is to analyze relations between the type of use of modal/evidential markers and their syntactic properties (part of speech and linear position). The analysis is based on the uses of the Russian polysemous markers vrode ‘similar’, kak budto (by) ‘as if’, budto (by ) ‘as though’, ka?etsja ‘(it) seems’ and poxo?e ‘similar’. All of them have non-evidential (mainly modal and comparative) and evidential uses. I draw the conclusion that the reportive meaning is more contextually restricted than the inferential one, and that the syntactic position of the marker depends on the degree of contextual dependence of the given reading. Besides that, I conclude that we must postulate two different units of the Database for budto (by), kak budto (by), ka?etsja and poxo?e, but only one unit for vrode.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0018;Andreas J?ger;Reported speech constructions and the grammaticalization of hearsay evidentiality: a cross-linguistic survey;2010;Functional similarities between the expression of reportative evidentiality and the grammatical representation of reported speech manifest themselves in varying degrees of corresponding formal similarity across languages. Assuming a systematic correlation between these domains this paper investigates and compares two likely sources for the expression of reportative evidentiality: non-referential reportative matrix clauses with generic utterance verbs and functionally specialized dependent clauses. The argument is based primarily on parallels in the development from biclausal to monoclausal structures in a number of genetically and areally diverse languages.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0019;Damaris Castro;The noun phrase in Boruca: studying a recently extinct language;2010;This article provides a description of the noun phrase in Boruca, a recently extinct Chibchan language once spoken in Costa Rica. Divided into four main sections, this paper addresses noun formation processes, the constituents of the noun phrase, and its syntactic processes, as well as illustrating all of the above characteristics in a sample text. In sum, both the internal structure and the external relations of the noun phrase are presented. Given the state of the language, the author has relied primarily on secondary sources, complemented by examples of sentences produced by the last semi-speaker of the language.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0020;Markus Greif;Tones and intonation in Prinmi – a first survey;2010;The present paper provides a concise survey of the tonal inventory of Prinmi as well as some discussion of intonation proper. The approach is largely based on observable surface phenomena found in a corpus of several semi-controlled production studies. Unlike in earlier frameworks, three tonal classes are assumed: H, L (with the lexical tones H, L, L+H, H+L) and a Toneless category. The use of Toneless lexemes, which mainly comprise discourse particles, seems to be strongly intertwined with certain pragmatic functions presumably licensing emphasis and the boundary tone L%. Finally, a strong intonational downtrend and possible tone sandhi effects may trigger tonal alternations. These alternations as well as the complex interaction between intonation, pragmatics and the Toneless particles require further research.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0021;Silvia Kutscher;When ‘towards’ means ‘away from’: the case of directional-ablative syncretism in the Arde?en variety of Laz (South-Caucasian);2010;This paper deals with morphosyntactic and semantic characteristics of the spatial case called motative in the Arde?en-variety of Laz. The motative can be used to mark the ground-nominal in allative as well as in ablative spatial expressions, while the ground-nominal in static spatial expressions is unmarked for case. Hence, the motative case shows a conflation of the allative with ablative spatial semantics, while at the same time excluding locative spatial meaning. Given that this kind of syncretism has been claimed to be non-existent, the findings for Arde?en-Laz are of special relevance for the refinement of the typology on spatial case-systems.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0008;"Gisella Ferraresi; Esther Rinke";Introduction;2010;Article Introduction was published on June 1, 2010 in the journal STUF - Language Typology and Universals (volume 63, issue 02).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0009;Aria Adli;The semantic role of the wh-element and subject position in Spanish and Catalan;2010;This work presents experimental results on the position of the subject in wh- questions of the Spanish variety of Catalonia and of Catalan. Gradient acceptability judgments have been collected with a sample of native speakers, which were fairly balanced bilinguals. It is attempted to account for the striking similarity between the judgment patterns of the Spanish variety of Catalonia and Catalan, and to model at the same time the nuanced, but systematic differences. The similarities are explained by assuming the same set of rules or constraints, regarding the left-peripheral order of a shift topic and a focal element, and regarding the positional restrictions of subjects co-occurring with an argumental wh -element. However, the violation of a rule provokes slightly different degrees of markedness in Spanish and Catalan. This gradient phenomenon is captured by the idea that the violation of a rule comes with a specific cost, which can differ between languages, and that the degree of acceptability of a construction is a function of cumulative violation costs.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0010;Lukas Pietsch;What has changed in Hiberno-English: constructions and their role in contact-induced change;2010;Three case studies of contact-induced grammatical innovations in Hiberno-English (Irish English) are presented, with a view to determining a realistic and descriptively adequate syntactic analysis of the mechanisms of syntactic replication under language contact. The case studies deal with a range of different tense-aspect constructions and the morpho-syntax of subordinating clause constructions. It is argued that an approach based on the “construction”, a holistically represented complex form-function mapping as a central cognitive unit of storage and mental representation, offers a plausible and intuitive way of modelling the cross-linguistic identification processes that must be at the heart of what happens in the mind of the bilingual speaker in actuating contact-induced change.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0011;Agnes Kolmer;Contact-induced changes in cliticization and word order: the Cimbrian dialect of Luserna as a case study;2010;Which properties of a cliticization system can be borrowed relatively easily and which ones are harder to adapt due to external influence? This article examines the contact situation of the Cimbrian dialect spoken in Luserna as a starting point for a discussion of this question. It presents new data on a German variety which has been exposed to intensive contact with Italian and its local varieties over several generations. The article shows that certain peculiarities of the Cimbrian cliticization system result on the one hand from word order changes and on the other hand from the imitation and integration of the model language’s strategies for mapping information structure onto sentence form.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0012;Thomas Stolz;Gabriele H. Cablitz, Marquesan. A grammar of space, (Trends in Linguistics. Studies and Monographs 169), Berlin, New York: Mouton de Gruyter, 2006. xx + 682 pp.&;2010;Article Gabriele H. Cablitz, Marquesan. A grammar of space, (Trends in Linguistics. Studies and Monographs 169), Berlin, New York: Mouton de Gruyter, 2006. xx + 682 pp.& was published on June 1, 2010 in the journal STUF - Language Typology and Universals (volume 63, issue 02).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0013;Thomas Stolz;Denis Creissels, Syntaxe g?n?rale. Une introduction typologique. 1: Cat?gories et constructions. 2: La phrase, (Collection Langues et Syntaxe), Paris: Hermes Sciences – Lavoisier, 2006. Vol. 1: xviii + 412 pp.,Vol. 2: 334 pp.;2010;Article Denis Creissels, Syntaxe g?n?rale. Une introduction typologique. 1: Cat?gories et constructions. 2: La phrase, (Collection Langues et Syntaxe), Paris: Hermes Sciences – Lavoisier, 2006. Vol. 1: xviii + 412 pp.,Vol. 2: 334 pp. was published on June 1, 2010 in the journal STUF - Language Typology and Universals (volume 63, issue 02).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0014;Thomas Stolz;Bernhard Hurch (Hg.) [unter editorischer Mitarbeit von Maria Jose Kerejeta, Dina El Zarka und Ralf Vollmann], Die baskischen Materialien aus dem Nachlass Wilhelm von Humboldts.Astarloa, Charpentier, Fr?ret,Aizpitarte und anderes, Paderborn:Ferdinand Sch?ningh, 2002. 291 pp.;2010;Article Bernhard Hurch (Hg.) [unter editorischer Mitarbeit von Maria Jose Kerejeta, Dina El Zarka und Ralf Vollmann], Die baskischen Materialien aus dem Nachlass Wilhelm von Humboldts.Astarloa, Charpentier, Fr?ret,Aizpitarte und anderes, Paderborn:Ferdinand Sch?ningh, 2002. 291 pp. was published on June 1, 2010 in the journal STUF - Language Typology and Universals (volume 63, issue 02).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0015;Thomas Stolz;Yaron Matras & Jeanette Sakel (eds.), Grammatical borrowing in cross-linguistic perspective, (Empirical Approaches to Language Typology 38), Berlin, New York: Mouton de Gruyter, 2007. ix + 598 pp.;2010;Article Yaron Matras & Jeanette Sakel (eds.), Grammatical borrowing in cross-linguistic perspective, (Empirical Approaches to Language Typology 38), Berlin, New York: Mouton de Gruyter, 2007. ix + 598 pp. was published on June 1, 2010 in the journal STUF - Language Typology and Universals (volume 63, issue 02).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0016;Thomas Stolz;Rafael Rodr?guez-Ponga, Del espa?ol al Chamorro. Lenguas en contacto en el Pac?fico, Madrid: Ediciones Gondo, 2009. 312 pp.;2010;Article Rafael Rodr?guez-Ponga, Del espa?ol al Chamorro. Lenguas en contacto en el Pac?fico, Madrid: Ediciones Gondo, 2009. 312 pp. was published on June 1, 2010 in the journal STUF - Language Typology and Universals (volume 63, issue 02).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0017;Thomas Stolz;Patrick O. Steinkr?ger & Manfred Krifka (eds.), On inflection (Trends in Linguistics. Studies and Monographs 184), Berlin, New York: Mouton de Gruyter, 2009. viii + 272 pp.;2010;Article Patrick O. Steinkr?ger & Manfred Krifka (eds.), On inflection (Trends in Linguistics. Studies and Monographs 184), Berlin, New York: Mouton de Gruyter, 2009. viii + 272 pp. was published on June 1, 2010 in the journal STUF - Language Typology and Universals (volume 63, issue 02).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0001;"Dik Bakker; Umberto Ansaldo";Introduction;2010;Article Introduction was published on March 1, 2010 in the journal STUF - Language Typology and Universals (volume 63, issue 1).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0002;"Dik Bakker; Ewald Hekking";Is Otom? creating a new lexical class for the modification of noun phrases as a result of the contact with Spanish?;2010;In this contribution we seek support for the hypothesis that Otom?, a language from Mexico, which is in intense contact with Spanish, is developing a specialized set of adjectives, a category that is lacking from the classical language. Arguments are derived from two sources, a corpus of translations into Otom? of around 750 Spanish adjectives, and a corpus of 59 short texts in spoken Otom?, in which a number of Spanish adjectives were found as loanwords. Pointing out several changes in the contemporary language, mainly among younger, often bilingual speakers, we provide support for our hypothesis, which suggests that Otom? is undergoing a typological change.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0003;Leonardo Cerno;Spanish articles in Correntinean Guaran?: a comparison with Paraguayan Guaran?;2010;"This contribution offers a comparison between the usage of borrowed Spanish articles into two dialects of the Guaran? language spoken by mestizos in South America: Paraguayan Guaran?, spoken in Paraguay, and Correntinean Guaran?, spoken in the Argentinean province of Corrientes. With respect to the Paraguayan dialect, the presence of the definite feminine Spanish la and definite plural lo (&gt; Sp. los ) has been attested early on by scholars (Gregores &amp; Su?rez 1967, Mor?nigo 1990, Thun 2006). On the other hand, borrowed articles in Correntinean Guaran? shape a more complex repertoire, including both definite masculine el, feminine la , and definite plural lo , as well as indefinites un and una . This article makes a comparative analysis of the usage of borrowed articles in both varieties. It also provides an overview of the historical and sociolinguistic background of both the Correntinean and Paraguayan varieties.";LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0004;Wolf Dietrich;Lexical evidence for a redefinition of Paraguayan “Jopara”;2010;Paraguay is characterized by a specific kind of bilingualism. More than 90% of the population does not use, in colloquial situations, only one of the official languages of the country, Spanish or Guaran?, but both of them in the same discourse. Continuous code switching is the main characteristic of this phenomenon, called “Jopara”. The article discusses the problem of the nature of this phenomenon and, moreover, gives lexical examples of the partial convergence of the two languages in contact. Speakers of Jopara distinguish the two linguistic systems, but are not always aware of the origin of some specific lexical items.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0005;Jorge G?mez Rend?n;Code switching in Sia Pedee story-telling;2010;This article deals with code switching in a corpus of narratives collected in Sia Pedee (Chocoan) among the ?pera of the northern Pacific coast of Ecuador. The reinsertion of Sia Pedee in the nowadays dominant Spanish-speaking ethnic community has resulted in older speakers making use of code switching as a way to flag their ethnic identity and index their attitudes towards propositional content. While code switching seems to be inducing certain incipient changes in Sia Pedee, the seriously endangered state of the native language would prevent those changes from taking definite shape. Similarly, the diglossic condition of Sia Pedee before Spanish is preventing the crystallization of a systematic pattern of language mixing.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0006;Jeanette Sakel;Grammatical borrowing from Spanish/Portuguese in some native languages of Latin America;2010;In this paper I investigate how different factors can influence the range of grammatical categories affected by language contact, drawing on a sample of ten native languages of Latin America. The languages are all in contact with the highly dominant languages Spanish and Portuguese, but they differ with respect to a range of sociolinguistic factors relating to the contact situation. I am investigating the categories affected by borrowing in the languages of the sample, relating them to these different factors. My aim is to shed light on the reasons for why some Native American languages display borrowing in a wide range of categories, whereas other appears more restricted in what is borrowed.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2010.0007;Thomas Stolz;Don’t mess with ergatives! How the borrowing of the Spanish indefinite article affects the split-ergative system of Chamorro;2010;This paper seeks to determine in which way the introduction of the Spanish indefinite article un into the determiner system of Chamorro interferes with the inherited definiteness-based ergative split of the recipient language. It is argued that modern Chamorro employs Spanish-derived un as an indefinite article to introduce new discourse participants with relatively high topicality which are specific-referential. The employment of un in this function makes it possible to differentiate formally between two types of indefiniteness (the pre-Spanish zero article being responsible for non-specific, non-referential new discourse participants with low topicality).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0019;"Eric Fuss; Carola Trips";Introduction;2009;This volume is concerned with questions raised by two apparently conflicting observations on the inventory of expressions (and in particular, lexical items) in natural languages. On the one hand, it is widely assumed that the rules of grammar include so-called blocking constraints, which prohibit the co-existence of forms that are identical in meaning, but differ in form. On the other hand, it can be shown that many natural languages exhibit examples of non-blocking and at least some degree of linguistic variation involving exactly this type of (morphological) doublets which can be said to compete for realizing one and the same meaning. In the following we are going to introduce the different types of blocking that are discussed in the literature as well as non-blocking effects to set the contributions in this volume in their context.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0020;"Fabian Heck; Gereon M?ller; Jochen Trommer";A phase-based approach to Scandinavian definiteness marking;2009;We propose a syntactic approach to apparent blocking effects in the realization of definiteness marking in the Scandinavian languages. The claim is that the differences in definiteness marking can be attributed to a requirement that a definiteness feature ([DEF], a property of N) must be located at the left edge of the DP phase in order to be PIC-accessible for probes outside of the DP. As a result, [DEF] can be spelled out on N if N is the only element within DP and [DEF] is therefore part of DP’s edge domain (giving rise to suffixal marking). In contrast, the presence of an (overt) adjectival modifier (at the left edge of DP) requires feature movement of [DEF] to D, which is then realized as a prenominal article (with additional spell-out of the lower copy of [DEF] in Swedish). The paper also addresses the (slightly different) behavior of definiteness marking in the context of relative clauses and certain issues pertaining to the interpretation of the different strategies.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0021;Dalina Kallulli;(Non-)Blocking in the voice system;2009;This paper deals with (non-) blocking phenomena arising in the context of morphological voice marking patterns, such as active versus passive (as in e.g. Latin), or active versus non-active (as in e.g. Albanian and Modern Greek). Starting from the observation that across languages with voice (or voice-related) marking non-blocking effects arise only with unaccusatives (specifically, with so-called “alternating unaccusatives”), but not for instance with passives or reflexives, the paper presents a variety of facts that converge in showing that this situation is due to a difference in the respective featural make-up of passives and unaccusatives. The central claim that is defended is that the passive morphology is being reanalysed as a morpheme that relates not just to an [–external argument] feature, but to a [+activity] feature (in the sense of Kallulli 2007) in a predicate structure (here: v 0 ) also containing a [–external argument] feature.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0022;Sebastian K?rschner;Morphological non-blocking in Dutch plural allomorphy: a contrastive approach;2009;Dutch simplex nouns ending in schwa have two regular plural forms, e.g. bode-s/bode-n ‘messengers’. This means that neither of the two allomorphs -s and -n is blocked. Such regular non-blocking is non-existent in the closely related languages German and Afrikaans. To identify the reasons for this divergence, the history of plural marking in the three languages is compared. Based on the historical observations it is argued that the doublets in Dutch are retained due to the output principle of plurals ending in a trochaic foot, according to which both -s and -n may apply without preference on stems with non-final stress.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0023;Lior Laks;How to choose a prosodic template. On verb innovation and variation in Hebrew;2009;This paper examines the factors that play a role in blocking and non-blocking in verb formation in Modern Hebrew. Hebrew verbs are formed in prosodic templates (so-called binyanim) that consist of a vocalic template and affixes in some of them. I address the criteria for the selection of such templates with regard to verb innovation, relation between existing forms and variation of forms. I will show that the selection of a particular binyan is the result of an interaction between markedness and faithfulness constraints on the one hand and thematic-syntactic considerations on the other hand. While certain constraints block the formation of verbs in some binyanim, there are cases of non-crucial ranking of constraints that gives rise to free variation of existing forms.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0024;"Joost Zwarts; Lotte Hogeweg; Sander Lestrade; Andrej Malchukov";Semantic markedness in gender opposition, blocking and fossilization;2009;The semantics of natural gender in animate nouns is modeled in the framework of bidirectional Optimality Theory (OT). This allows for the interaction of lexical, conceptual and contextual constraints and for a straightforward treatment of the effect of blocking in this domain. Two versions of bidirectional OT are discussed and related to each other in terms of Blutner’s (2007) notion of fossilization.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0010;"Gisella Ferraresi; Esther Rinke";Introduction;2009;Article Introduction was published on September 1, 2009 in the journal STUF - Language Typology and Universals (volume 62, issue 3).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0011;"Jochen Rehbein; Annette Herkenrath; Birsel Karako?";Turkish in Germany - On contact-induced language change of an immigrant language in the multilingual landscape of Europe;2009;In this paper we report on instances of innovative languaging in the spoken Turkish of bilingual children in Germany. Changes of Turkish mainly occur in areas of connectivity such as deictic/phoric expressions, wh -constructions, coordination, aspect, evidentiality, particles, and others. Contact-induced language change - is described in terms of functional reinterpretations of Standard Turkish linguistic forms, based on spoken German, - is seen as being motivated by 'catalysis? in multilingual communication and - is explained by means of the theory of 'transpositions? of linguistic procedures, as defined within the framework of functional-pragmatics. The article argues that the changes observed are so systematic in nature that it seems justified to speak of a new contact variety of Turkish.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0012;"Ariadna Benet; Susana Cort?s; Conxita Lle?";Factors predicting phonological adaptations of the Spanish phonemes /x / and /? / in Catalan;2009;The choice between using a Catalan word or a loanword from Spanish which contains a non-Catalan segment is conditioned by: i) whether the two words are cognates, ii) whether speakers have had schooling in Catalan, iii) the degree of Spanish usage in the district they live. When speakers modify the pronunciation of the Spanish word in order to avoid using non-Catalan segments, phonological adaptations are more often found in Spanish words which contain /?/ than in those which contain /x/. Such a finding is explained in terms of the Principle of Feature Economy.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0013;Francesco Goglia;Communicative strategies in the Italian of Igbo-Nigerian immigrants in Italy: a contact-linguistic approach;2009;This paper reports on communicative strategies employed by Igbo-Nigerian immigrants living in the city of Padova (North-Eastern Italy). It proposes a new approach to the analysis of non-guided Second Language Acquisition (henceforth SLA). This approach treats immigrant speakers qua effective communication achievers. It focuses on communicative interaction, treating individual linguistic strategies as language innovations potentially initiating language change. It also sees non-guided SLA as a contact phenomenon and adopts a unified contact approach which puts all contact phenomena under the same umbrella.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0014;Thomas Stolz;"Matti Miestamo; Kaius Sinnem?ki & Fred Karlsson (eds.), Language complexity. Typology, contact, change, (Studies in Language Companion Series 94), Amsterdam, Philadelphia: John Benjamins, 2008. xiv + 356 pp.";2009;"Article Matti Miestamo; Kaius Sinnem?ki & Fred Karlsson (eds.), Language complexity. Typology, contact, change, (Studies in Language Companion Series 94), Amsterdam, Philadelphia: John Benjamins, 2008. xiv + 356 pp. was published on September 1, 2009 in the journal STUF - Language Typology and Universals (volume 62, issue 3).";LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0015;Thomas Stolz;Matthew Baerman, Greville G. Corbett, Dunstan Brown & Andrew Hippisley (eds.), Deponency and morphological mismatches, (Proceedings of the British Academy 145), Oxford: Oxford University Press, 2007. xv + 324 pp.;2009;Article Matthew Baerman, Greville G. Corbett, Dunstan Brown & Andrew Hippisley (eds.), Deponency and morphological mismatches, (Proceedings of the British Academy 145), Oxford: Oxford University Press, 2007. xv + 324 pp. was published on September 1, 2009 in the journal STUF - Language Typology and Universals (volume 62, issue 3).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0016;Thomas Stolz;Fran?ois Jacquesson, L?anti-code. Une exploration de l?histoire des languages et des id?es qu?on en a, (Biblioth?que de grammaire et de linguistique 28), Paris: Honor? Champion ?diteur, 2008. 362 pp.;2009;Article Fran?ois Jacquesson, L?anti-code. Une exploration de l?histoire des languages et des id?es qu?on en a, (Biblioth?que de grammaire et de linguistique 28), Paris: Honor? Champion ?diteur, 2008. 362 pp. was published on September 1, 2009 in the journal STUF - Language Typology and Universals (volume 62, issue 3).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0017;Thomas Stolz;Eckard Rolf, Sprachtheorien. Von Saussure bis Millikan, (De Gruyter Lexikon), Berlin, New York: Walter de Gruyter, 2008. 269 pp.;2009;Article Eckard Rolf, Sprachtheorien. Von Saussure bis Millikan, (De Gruyter Lexikon), Berlin, New York: Walter de Gruyter, 2008. 269 pp. was published on September 1, 2009 in the journal STUF - Language Typology and Universals (volume 62, issue 3).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0018;Thomas Stolz;Claudia Ruff, Wie dr?cken Kinder Besitz sprachlich aus? Der Erwerb des Pronomengebrauchs, (Sprachentwicklung – Verlauf, St?rung, Intervention 1), Frankfurt a.M.: Peter Lang, 2001. 124 pp.;2009;Article Claudia Ruff, Wie dr?cken Kinder Besitz sprachlich aus? Der Erwerb des Pronomengebrauchs, (Sprachentwicklung – Verlauf, St?rung, Intervention 1), Frankfurt a.M.: Peter Lang, 2001. 124 pp. was published on September 1, 2009 in the journal STUF - Language Typology and Universals (volume 62, issue 3).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0001;Helle Metslang;Preface;2009;Article Preface was published on May 1, 2009 in the journal STUF - Language Typology and Universals (volume 62, issue 1-2).;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0002;Mati Erelt;Typological overview of Estonian syntax;2009;The paper presents a concise overview of the main syntactic features of Estonian. It deals with basic clause patterns, case marking of arguments, verbs and verb categories, non-verbal predication, word order, expression of speech acts and negation, noun phrases, p-phrases, subordinate clauses, and coordination.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0003;Martin Ehala;Linguistic strategies and markedness in Estonian morphology;2009;Estonian has features characteristic to both agglutinative and inflectional languages. The paper outlines in more detail the standing of different morphological subsystems on the inflective – agglutinative – analytic scale and characterises the strategies Estonian uses to express the values for some core grammatical categories. It is concluded that Estonian verbal morphology is more agglutinative than nominal and adjectival morphology. The somewhat weaker grammaticalisation of verbal morphology indicates that Estonian is not action oriented, but rather object-oriented. The well grammaticalised moods, particularly the ones expressing evidentiality and a rather weakly grammaticalised tense and missing aspect further characterises Estonian verbal morphology as conversationally rather than temporarily organised.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0004;Helle Metslang;Estonian grammar between Finnic and SAE: some comparisons;2009;Estonian has in the course of historical changes become more distant from the other Finnic languages and has acquired some features of Indo-European and/or Standard Average European. The article compares some structural features between Estonian, Finnish, Standard Average European, and German and Russian. Estonian and Finnish have grown apart typologically while retaining their main structure and are to the same extent peripheral with regard to SAE. At the same time there are some morpho-syntacic features where Estonian has become more distant from Finnish not in the direction of SAE but in the direction of German or Russian. In both languages the central SAE features are represented on a more moderate scale than the secondary features. Both languages, especially Estonian, reveal some tendencies towards SAE features.;LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0005;Reeli Torn-Leesik;The voice system of Estonian;2009;"This article discusses the two main Estonian voice constructions, the impersonal and the 'resultative? passive, and their status in the grammatical system of Estonian. Both constructions are subject-oriented; however, the passive is a valence-reducing operation, while the impersonal merely constrains argument realization. Both constructions are subject to distinctive lexical, syntactic and semantic constraints. A comparison of the role of these constructions in Estonian demonstrates that passive constructions need not be treated as universal and that languages can employ different grammatical means to achieve very similar communicative results. The fact that impersonals in Estonian and in other languages are frequently misclassified as passives shows how typological biases can distort grammatical descriptions. The comparison of impersonals and passives in Estonian also shows how constructions can differ in terms of whether they are sensitive to subjects at 'logical? or 'grammatical? levels of analysis.";LANGUAGE TYPOLOGY AND UNIVERSALS
10.1524/stuf.2009.0006;Reili Argus;Acquisition of Estonian: some typologically relevant features;2009;"Most previous approaches to the acquisition of morphology have focused on the acquisition of inflectional morphology of some Indo-European language; there are fewer studies on the acquisition of languages with a rich morphological system, in-cluding the Finno-Ugric languages. Among the Finno-Ugric languages the acquisition of Estonian has been a largely neglected area. The article discusses the impact of the typological peculiarity of a language on the acquisition of the inflectional morphology of Estonian. At first some assumptions will be made concerning the impact of the general richness of the Estonian morphological system on the speed of the acquisition of inflectional morphology followed by the analyses of the acquisition of individual typologically relevant features. The article discusses the acquisition of inflectional and analytic means of expression, the acquisition of gradation as a typologically relevant feature of Estonian, the acquisition of the lexical aspect of Estonian, and the acquisition of the case of the object as the principal means of expressing the aspect. The conclusions are based on the data from the previous articles by the author and the Estonian subcorpus of Vija, Argus, and Triplets in CHILDES.";LANGUAGE TYPOLOGY AND UNIVERSALS
