doi;author;title;year;abstract;journal
10.1163/19606028-00442p03;Julie Lefort;Calquing, Structural Borrowing and Metatypy in the Dongxiang Language;2015;The Dongxiang language, spoken in Southern Gansu province in the People’s Republic of China, is a Mongolic language that has been in contact with Linxianese, a neighboring Chinese dialect. These contacts have induced massive phonological and lexical changes in the Dongxiang language, but only a few syntactic changes due to the influence of Linxianese can be traced. In this paper, I describe and analyze two particular cases of the grammatical function expansion of two suffixes, -ni and -ji, used with adjectives in Dongxiang. From those examples, I try to show that there is a difference between two phenomena present in the Dongxiang language, one being closer to a calque and the other closer to grammaticalization, and eventually metatypy. I also describe a hypothetical borrowing process reflecting the grammatical integration of these two suffixes.? La langue dongxiang, parl?e dans le sud du Gansu en R?publique Populaire de Chine, est une langue mongolique qui a ?t? en contact avec le dialecte chinois voisin de Linxia. Celui-ci a influenc? la langue dongxiang sur le plan phonologique et lexical de fa?on importante alors que la syntaxe ne semble pas avoir ?t? autant influenc?e. Dans cet article, je d?cris et analyse deux suffixes, -ni et -ji, utilis?s avec des adjectifs, dont les fonctions se sont ?tendues sous l’influence du linxianais. A partir de ces exemples, j’essaye de montrer qu’il existe deux ph?nom?nes distincts, l’un se rapprochant du calque et l’autre de la grammaticalisation, et ?ventuellement de la m?tatypie. Je tente ?galement de d?crire le processus d’emprunt possible qui refl?te l’int?gration grammaticale des deux suffixes dans la langue dongxiang.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00442p04;;Contents Volume 44 (2015);2015;"""Contents Volume 44 (2015)?"" published on 08 Dec 2015 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00441p01;"Alexis Michaud; He Likun ???";Phonemic and Tonal Analysis of the Pianding Dialect of Naxi (Dadong County, Lijiang Municipality);2015;"This article sets out a phonemic and tonal analysis of the second author’s native language: the (heretofore undescribed) Naxi dialect spoken in the village of Pianding (Dadong County, Lijiang Municipality, Yunnan). A distributional inventory brings out two pairs of phonemes that are of special interest to Naxi dialectology: (i) two apicalized vowels, /??/and /??/, and (ii) two rhotic vowels, /?/ and /??/, instead of only one apicalized vowel and one rhotic vowel in Old Town Naxi, the best-described dialect to date. These observations confirm and complement reports from other dialects; information on the lexical distribution of these conservative oppositions enriches the empirical basis for comparative–historical studies within the Naish subgroup of Sino–Tibetan. In the course of the discussion, observations about the Pianding dialect are placed in cross-dialect perspective; this article can thus serve as an introduction to key aspects of Naxi phonemics. ? Cet article pr?sente une analyse des phon?mes et des tons de la langue maternelle du second auteur: le dialecte naxi (non d?crit jusqu’ici) du village de Pianding (comt? de Dadong, municipalit? de Lijiang, Yunnan). Un inventaire distributionnel fait ressortir deux paires de phon?mes qui pr?sentent un int?r?t particulier pour la dialectologie naxi: deux voyelles apicales, /??/ et /??/, et deux voyelles rhotiques, /?/ et /??/, l? o? le dialecte de la vieille ville de Lijiang (Dayanzhen) – le dialecte le mieux d?crit ? ce jour – ne pr?sente qu’une voyelle apicalis?e et une voyelle rhotique. La distribution lexicale de ces oppositions conservatrices, qui avaient d?j? ?t? signal?es dans d’autres dialectes, est ici expos?e en d?tail, ce qui consolide la base empirique n?cessaire ? l’?tude de la phonologie historique du groupe des langues naish. Au fil de l’expos?, les caract?ristiques du parler de Pianding sont compar?es ? celles d’autres dialectes, de sorte que le pr?sent article peut servir d’introduction aux probl?matiques centrales de la phonologie du naxi.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00441p02;R?mi Anicotte;Bidimensional expressions of fractions in Chinese;2015;A generic pattern of expression for fractions accounts for numerators and denominators, thus generally producing bidimensional numerical expressions. In Qin–Han mathematical texts, fractions were constructed as predicative phrases: the monodimensional expression ‘denominator’s name + f?n’ of a unit fraction 1/n acted as subject, and the numerator’s name acted as predicate. The morpheme zh? could be used as an optional marker of this predicative relation. Later evolutions were not linear, and reveal the effects of language planning and of free linguistic invention, finally giving rise to the inseparable fraction names of Contemporary Chinese.? Un sch?ma g?n?rique pour dire les fractions rend compte des num?rateurs et d?nominateurs produisant des expressions num?riques bidimensionnelles. Dans les textes math?matiques Qin–Han, elles ?taient construites comme des ?nonc?s pr?dicatifs o? la d?signation monodimensionnelle « nom du d?nominateur + f?n » d’une fraction unitaire 1/n servait de sujet et le num?rateur de pr?dicat. Le morph?me zh? ?tait utilis? facultativement comme marqueur de cette relation pr?dicative. Les ?volutions de ces expressions n’ont pas ?t? lin?aires et r?v?lent l’action d’inventions et de normalisations linguistiques pour aboutir aux appellations ins?cables des fractions en chinois contemporain.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00441p03;"Pornsiri Singhapreecha; Rint Sybesma";An Ellipsis Analysis of Split Nominals in Thai;2015;This study investigates the non-adjacent co-occurrence of a nominal (N) and a combination of a numeral and a classifier (Nume-Cl) associated with N in Thai. Having established that Nume-Cl does not occupy an argument or adjunct position, the study proposes an ellipsis analysis, where the Nume-Cl is base-generated in a separate clause and moves to a focus position, after which the rest of the clause is elided. This analysis accounts for most properties associated with this sentence-type, especially the island facts, an important reason for earlier work to analyze the relation between N and Nume-Cl as one of movement.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00441p04;Henrie?tte Daudey;Review Article: A Grammar of Prinmi;2015;"""Review Article: A Grammar of Prinmi?"" published on 12 Aug 2015 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00432p01;Jos? Andr?s Alonso de la Fuente;Oroch ukt? ‘Meat’, The Tungusic “Heteroclisis”?and Analogical Morphophonology;2014;Two of the most controversial issues in Tungusic historical linguistics are (1) the (unnatural) sound change *-ls- > -kt- in Oroch, and (2) the so-called Tungusic “heteroclisis”. The main goal of this paper is to provide a solution for (1) that involves (2). The rationale behind the link between (1) and (2) is provided by recent discussion on analogical morphophonology.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00432p02;Nathan W. Hill;Cognates of Old Chinese *-n, *-r, and *-j ?in Tibetan and Burmese;2014;"Following a suggestion of Starostin (1989), Baxter & Sagart (2011) reconstruct *-n, *-j, and *-r as distinct finals in Old Chinese. These three finals have regular correspondences in Tibetan and Burmese. The Trans-Himalayan proto-language distinguished *-n, *-j, *-r, *-l, and *-rl. Burmese loses *-r and generally loses *-l, except after -u-, where it changes to -y. Tibetan loses *-y and changes *-rl to -l. Chinese changes *-rl to *-r. Because Burmese shows different reflexes for *aj (-ay) and *?j (> -i), the merger of *? and *a in Tibetan and Burmese are independent innovations; and this merger does not confirm a ‘Tibeto-Burman’ subgroup (contra Handel 2008). These correspondences require confirmation through further research on evidence of *-r in the Min dialects and Han dynasty Buddhist transcriptions from Indic languages in Chinese characters.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00432p03;"Picus Sizhi Ding; Caroline F?ry";Word Order, Information Structure and Intonation of Discontinuous Nominal Constructions in Cantonese / Ordre des mots, structure de l’information et intonation des phrases nominales discontinues en Cantonais;2014;This paper examines the syntactic, intonational and information structural properties of discontinuous nominal constructions in Cantonese. Four different syntactic constructions are identified which are used to indicate different information status of elements in a noun phrase, all involving two full NPs with either overt or covert heads. Discourse particles play a crucial role, not only for the interpretation of information structure, but also as anchoring points for boundary tones. Otherwise, intonation and prosody are not affected by word order changes, with the exception of optional pauses after or before dislocated constituents.? Cet article examine la structure de l’information des syntagmes nominaux discontinus en Cantonais, ainsi que leurs propri?t?s syntaxiques et intonatives. Quatre constructions syntaxiques distinctes ont ?t? identifi?es qui servent ? exprimer des r?les sp?cifiques de structure de l’information sur des parties de syntagmes nominaux. Ces r?les impliquent deux syntagmes nominaux complets et ind?pendants l’un de l’autre, avec des t?tes prononc?es ou non. Les particules discursives jouent un r?le essentiel, non seulement pour l’interpr?tation de la structure de l’information, mais aussi pour l’ancrage des tons de fronti?re. L’intonation et la prosodie ne jouent aucun r?le en dehors des pauses facultatives avant ou apr?s les syntagmes discontinus. L’intonation n’est pas affect?e par les changements d’ordre des mots.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00432p04;;Contents;2014;"""Contents?"" published on 26 Sep 2014 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00431p01;Alexander Adelaar;Proto-Siraya Phonology: A Reconstruction;2014;In this paper I make a phonological comparison of Siraya dialects and reconstruct Proto-Siraya phonology applying the comparative method. Siraya is a dormant language with various dialects once spoken in Southwest Taiwan. The present reconstruction is largely based on 17th century liturgical texts and a wordlist, and to a lesser extent on wordlists of various dialects collected at the turn of the 20th century. An unexpected outcome of this comparison is that Proto-Siraya still had distinct reflexes of Proto-Austronesian *R and *S, although they subsequently merged in a palatal fricative in the individual dialects of Siraya.? Dans cet article, nous effectuons une comparaison phonologique des dialectes du siraya, et reconstruisons la phonologie du proto-siraya en appliquant la m?thode comparative. Le siraya est une langue ‘en sommeil’ tr?s dialectalis?e qui ?tait parl?e autrefois au sud-ouest de Taiwan. Notre reconstruction est bas?e pour l’essentiel sur les textes liturgiques du 17?me si?cle, et dans une moindre mesure sur des listes de mots de diff?rents dialectes recueillis au tout d?but du 20?me si?cle. Cette comparaison a permis la d?couverte inattendue de la pr?servation par le proto-siraya de la distinction entre les consonnes *R et *S du proto-austron?sien, bien qu’elles se soient confondues en une fricative palatale dans les diff?rents dialectes du siraya.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00431p02;Mark J. Alves;A Note on the Early Sino-Vietnamese Loanword for ‘Rake/Harrow’;2014;The Vietnamese word for ‘rake/harrow’ has been determined to be from the colloquial layer of pre-Tang Dynasty Early Sino-Vietnamese loanwords. Phonological, comparative, and historical data is provided to support this claim. The discussion addresses Vietnamese, Chinese, and Tai historical phonology and the language contact among these three groups.? Dans cet article, nous montrons que le mot vietnamien pour ‘r?teau/herse’ appartient ? la couche parl?e des emprunts sino-vietnamiens anciens datant d’avant la dynastie des Tang. Des donn?es phonologiques, comparatives et historiques corroborent cette hypoth?se. La discussion aborde la phonogie historique du vietnamien, du chinois et du kradai, ainsi que le contact entre ces trois groupes de langues.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00431p03;Prang Thiengburanathum;Thai l???w: Between Tense and Aspect;2014;This paper proposes that Thai l???w displays both aspect and tense properties. It expresses not only the internal composition of an event (event transition: event ? EVENT), but also the temporal relation between the topic time (TT) and the time of situation (T-SIT). That is to say, the temporal relation between TT and T-SIT imparts a full interpretation to the meaning of l???w. The interaction between T-SIT and TT allows various possible aspectual interpretations such as inchoative, completive, perfective, and perfect.? Cet article propose une nouvelle analyse du marqueur l???w en thai. Nous montrons ?que l???w poss?de des propri?t?s aspectuelles et temporelles. Ce marqueur indique ? la fois la composition interne d’un ?v?nement (une transition entre deux ?v?nements: event ? EVENT) et la relation temporelle entre le temps de l’assertion (TT) et le temps de la situation (T-SIT). Autrement dit, la relation entre le TT et le T-SIT permet d'expliquer compl?tement le sens de l???w. L’interaction entre le T-SIT et le TT s’ouvre ? diff?rentes interpr?tations possibles, y compris les aspects inchoatif, compl?tif, perfectif et parfait.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00422P01;"Patrick McCormick; Mathias Jenny";Contact and convergence: The Mon language in Burma and Thailand;2013;Mon has long been in contact with the dominant Burmese and Thai languages. The documented history of more than a thousand years allows us to trace changes in the language over time. This study looks at the divergent Mon varieties spoken today in Burma (Myanmar) and Thailand respectively, both influenced to different degrees and in different domains by the dominant national languages, Burmese and Thai. The study brings together insights from areal linguistics and history, painting a picture of the development of Mon in the two countries and its changing structure.? Le mon a ?t? depuis longtemps en contact avec les langues dominantes que sont ?le birman et le thai. Une documentation historique de plus d'un mill?naire nous permet de suivre l'?volution de cette langue ? travers les ?poques. Cette ?tude s'int?resse aux vari?t?s divergentes de mon parl?es aujourd'hui en Birmanie et en Tha?lande respectivement, toutes deux influenc?es ? des degr?s divers et dans des domaines diff?rents par les languges nationales dominantes, le birman et le tha?. Cette ?tude s'appuie ? la fois sur la linguistique ar?ale et l'histoire afin de brosser un tableau du d?veloppement du mon dans ces deux pays et de son ?volution structurelle.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00422P02;Weirong Chen;Nominal demonstratives in the Southern Min Dialect of Hui’an;2013;This paper first clarifies the terms ‘demonstratives’ and ‘nominal demonstratives’, and how they differ from the Chinese term zh?sh? d?ic? ????. We examine five sets of nominal demonstrative attested in the Southern Min dialect of Hui’an, in terms of their syntactic functions, their semantic features and their pragmatic uses. These demonstratives, which may involve syllable fusion, are marked for number, and also for type and genericity. In terms of pragmatic uses, they have not only an exophoric use, but also anaphoric, recognitional, discourse deictic, and other uses. Cet article clarifie tout d’abord les termes “d?monstratif” et “d?terminant d?monstratif”, et ce qui les diff?rencie du terme chinois zh?sh? d?ic? ????. Nous examinons du point de vue syntaxique, s?mantique et pragmatique cinq s?ries de d?terminants d?monstratifs du nom attest?s dans le dialecte min du sud de Hui’an, dont certains peuvent provenir d'une contraction syllabique. Ils sont marqu?s quant au nombre, au type et ? la g?n?ricit?. Du point de vue pragmatique, ils peuvent avoir des emplois exophorique, anaphorique, de reconnaissance, comme un emploi d?ictique discursif.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00422P03;??? ??;Notes et documents ???????;2013;This article provides the first comprehensive phonological analysis of the Tanglang language. It focuses on characteristic features of this language and provides new data that contribute to a better understanding of the phonetic and phonological aspects of the languages of the Yi group of the Tibeto-Burman language family.? Cet article propose la premi?re analyse phonologique compl?te de la langue tanglang. Il fait appara?tre les sp?cificit?s phon?tiques du tanglang et fournit des donn?es d?taill?es qui contribuent ? approfondir notre connaissance de la phon?tique et la phonologie des langues du groupe yi au sein du tib?to-birman.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00422P04;Linda Badan;Romagnoli, Chiara. 2012. Grammatica cinese. Le parole vuote del cinese moderno. Milano: Hoepli, 296 pp.;2013;"""Romagnoli, Chiara. 2012. Grammatica cinese. Le parole vuote del cinese moderno. Milano: Hoepli, 296 pp.?"" published on 13 May 2013 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00422P05;Stefan Georg;Martine Robbeets and Hubert Cuyckens (eds.). 2013. Shared Grammaticalization: With Special Focus on the Transeurasian Languages. Amsterdam: John Benjamins (Studies in Language Companion Series Vol. 132), XIV, 360 pp.;2013;"""Martine Robbeets and Hubert Cuyckens (eds.). 2013. Shared Grammaticalization: With Special Focus on the Transeurasian Languages. Amsterdam: John Benjamins (Studies in Language Companion Series Vol. 132), XIV, 360 pp."" published on 13 May 2013 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-00422P06;;Corrigenda;2013;"""Corrigenda"" published on 13 May 2013 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/15685322-0421P0001;Irene van Rossum;Publisher’s Note;2013;"""Publisher’s Note"" published on 01 Jan 2013 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/15685322-0421P0002;John E. Kupchik;Hypermetricality and Synchronic Vowel Elision in?Hiatus Contexts in Eastern Old Japanese Poetry;2013;This study examines hypermetricality and synchronic vowel elision in hiatus contexts in Eastern Old Japanese poetry, as attested in books 14 and 20 of the Man’y?sh? poetry anthology. I argue that the typologically rare V2 elision is the default type of elision in Eastern Old Japanese. In contrast, V1 elision in Eastern Old Japanese is only attested in those cases where the vowel sequences [ia] or [ua] are found in hiatus. For that reason, I argue that the trigger for V1 elision is a maximal increase in sonority from V1 to V2.??Cet article traite des ph?nom?nes d’hyperm?tricalit? et d’?lision synchronique des voyelles dans des contextes de hiatus dans la po?sie en japonais ancien de l’Est, attest?s notamment dans les livres 14 et 20 de l’anthologie po?tique Man’y?sh?. Il est montr? que l’?lision de V2, typologiquement rare, est le type d’?lision par d?faut en japonais ancien de l’Est. En revanche, l’?lision de V1 en japonais ancien n’est attest?e que dans les cas o? les s?quences vocaliques [ia] ou [ua] apparaissent dans des contextes de hiatus. Pour cette raison, il est montr? que l’?lision de V1 est due ? une augmentation maximale du degr? de sonorit? de V1 ? V2.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/15685322-0421P0003;Hiroko Oshima;L’aspect exprim? par le suffixe ch? ‘en cours de’ en japonais;2013;This paper focuses on the aspectual value of the Sino-Japanese suffix -ch? ‘in the process of’. It argues that the aspectual meaning and function of -ch? differ from those expressed by the continuative aspect marker -teiru, and that these differences may be accounted for by the semantics of -ch?. When suffixed to a verbal noun, -ch? can only denote a temporary or a momentary activity, whereas -teiru can also denote an habitual and regular activity. When denoting a resultative state, -ch?, unlike -teiru, implies a right boundary, and marks the state as temporary. Finally, unlike -teiru, -ch? highlights the momentary nature of the event or state in question, so that, depending on the context, it can trigger the readings of ‘opportunity to be seized’ or ‘temporary prohibition’. ??Nous montrons ici que l’aspect exprim? par le suffixe sino-japonais -ch? ‘en cours de’ diff?re de celui marqu? par la forme en -teiru (marqueur d’aspect continuatif), et que ces diff?rences sont dues au s?mantisme du suffixe -ch?. Quand il suffixe un nom verbal, -ch? n’exprime qu’une activit? temporaire et momentan?e, alors que -teiru peut ?galement marquer une activit? habituelle et r?guli?re. L’?tat r?sultant exprim? par ch? est born? ? droite et consid?r? comme temporaire, ? la diff?rence de l’?tat r?sultant marqu? par -teiru. On constate ?galement avec -ch? un ph?nom?ne de saillance li?e ? la nature temporaire de l’intervalle, qui donne naissance suivant le contexte ? diverses interpr?tations d’occasion ? saisir, ou au contraire d’interdiction provisoire d’acc?s, qui le distinguent aussi de -teiru.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/15685322-0421P0004;Nathan W. Hill;Old Chinese *sm- and the Old Tibetan Word for ‘Fire’;2013;"Several sinologists have compared Chinese ?? xjw?jX ‘burn’ or ? xwaX ‘fire’ to an Old Tibetan word smye ‘fire’. No such Old Tibetan word exists. Instead, mye is the Old Tibetan word for fire and smye, also spelled dme?, means ‘stain, impurity, sin’. Tibetan evidence in this case does not support a reconstruction *sm- in Old Chinese.??Plusieurs sinologues ont tent? de rapprocher les formes ?? xjw?jX «br?ler» et ?? xwaX «feu» du chinois de la forme smye du tib?tain ancien. Il s’av?re que cette derni?re forme en tib?tain n’a pas le sens de «feu». En effet, le mot en tib?tain ancien pour «feu» est mye; la forme smye, ?galement orthographi? dme?, renvoie quant ? elle au mot «impuret?, p?ch?». Ainsi, les donn?es du tib?tain ne sauraient conforter la reconstruction *sm- du chinois archa?que.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/15685322-0421P0005;"Heiko Narrog; John Whitman";Osterkamp, Sven. 2011. Nicht-monosyllabische Phonogramme im Altjapanischen. Kritische Bestandaufnahme und Systematisierung der F?lle vom Typ o?gana. Wiesbaden: Harrassowitz.;2013;"""Osterkamp, Sven. 2011. Nicht-monosyllabische Phonogramme im Altjapanischen. Kritische Bestandaufnahme und Systematisierung der F?lle vom Typ o?gana. Wiesbaden: Harrassowitz."" published on 01 Jan 2013 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04102001;Nathan W. Hill;Preliminary material;2012;"""Preliminary material"" published on 01 Jan 2012 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04102002;WU Jiun-Shiung;One-way contrast vs. two-way contrast: On the semantics of benlai and yuanlai in Mandarin Chinese;2012;;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04102003;Pavel Ozerov;'It's not so': Negation or non-assertion? Nominal and 'emphatic' negation in Burmese;2012;"""'It's not so': Negation or non-assertion? Nominal and 'emphatic' negation in Burmese"" published on 01 Jan 2012 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04102004;"Darcy Sperlich; Robert Sanders";To mark or not to mark: Just how similar are Chinese dialects in this regard?;2012;"""To mark or not to mark: Just how similar are Chinese dialects in this regard?"" published on 01 Jan 2012 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04102005;Laurent Sagart;Jerry Norman;2012;"""Jerry Norman"" published on 01 Jan 2012 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/19606028-04102006;Comptes rendus;Comptes rendus;2012;"""Comptes rendus"" published on 01 Jan 2012 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602812X00014;Nathan W. HILL;Tibetan-las, -nas and -bas;2012;In descriptions of Tibetan grammar it is common to treat -las and -nas together in the discussion of case marking, signaling merely that -las is capable of forming comparisons whereas -nas is not. Similarly, in the discussion of comparison most authors make no distinction between the suffixes -bas and -las. A look at a few examples of these three morphemes demonstrates that they have quite distinct syntax and semantics.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602812X00023;"LIU Danqing; LIU Danqing ???";Ideophonic reduplication of content words in Mandarin Chinese: A category shift and its typological background;2012;La r?duplication id?ophonique est un type particulier de r?duplication en mandarin, qui transforme de fa?on provisoire des mots lexicaux en ideophones, de par la r?p?tition d'une partie de l'?nonc? (un mot ou un groupe de mots). Cette operation, qui met en valeur le signifiant des segments ainsi r?dupliqu?s et fait passer le signifi? a l'arri?re-plan, diff?re en plusieurs points d'une repetition pragmatique, et pr?sente des caract?ristiques propres. Nous montrons que son d?veloppement est li? aux caract?ristiques typologiques du chinois.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602812X00032;"Xiaonong ZHU; Li YI";Notes et Documents;2012;"This article reports on two previously unknown tonal types discovered in recent fieldwork in China: the ""double circumflex tone"" and the ""back dipping tone"". The double circumflex tone has a ""fall-rise-fall"" pitch curve with two turning points in both perceptual and acoustic terms. The back dipping tone has a higher tonal head and a later turning point than an ordinary dipping tone. This paper lists the 32 localities where DCTs are found. It further discusses major characteristics of the two tones and their phonological contrast with the more commonly known dipping tone.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602812X00041;Claire MOYSE-FAURIE;Comptes rendus;2012;"""Comptes rendus"" published on 01 Jan 2012 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602812X00050;Rens KRlJGSMAN;LI Feng and David Prager BRANNER eds. (2011). Writing & Literacy in Early China Studies from the Columbia Early China Seminar. Seattle & London: University of Washington Press Hardback. ISBN 978-0-295-99152-8. VIII+494pp.;2012;"""LI Feng and David Prager BRANNER eds. (2011). Writing & Literacy in Early China Studies from the Columbia Early China Seminar. Seattle & London: University of Washington Press Hardback. ISBN 978-0-295-99152-8. VIII+494pp."" published on 01 Jan 2012 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602811X00015;Barbara MEISTERERNST;From obligation to future? A diachronic sketch of the syntax and the semantics of the auxiliary verb dang ???;2011;Cet article traite de la syntaxe et de la s?mantique du verbe auxiliaire modal d?ng ???. On verra que dang exprime principalement les valeurs radicales d'obligation et de n?cessit?, et que les valeurs ?pist?miques sont, elles, soumises a certaines contraintes syntactiques. Bien que l'?volution conduisant au cours de l'histoire le verbe independant dang ? assurer des fonctions de verbe auxiliaire modal, puis de marqueur de futur, presente en apparence un cas typique de grammaticalisation, les donnees observees ici montrent que ce processus differe notablement de ceux proposes jusqu'ici dans la litterature linguistique pour d'autres langues.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602811X00024;"Aimee LAHAUSSOIS; Aim?e LAHAUSSOIS";The Thulung Raiverbal system:Anaccount of verb stem alternation *;2011;Le thulung rai, langue tibeto-birmane parl?e au N?pal oriental, pr?sente un syst?me verbal complexe, avec des marques d'accord indiquant la personne et le nombre de l'agent ainsi que du patient pour les sc?narios transitifs. La langue presente ?galement des verbes avec alternance de themes, les conditions regissant cette alternance demeurant ? premi?re vue opaques. Me basant sur le travail de Boyd Michailovsky, qui a propose des explications morphophonologiques aux alternances de th?mes verbaux en dumi rai, langue apparent?e au thulung, je propose ici une analyse du syst?me verbal du thulung et de ses alternances de themes.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602811X00033;;Notes           et           Documents;2011;This article focuses on the Shaba pictographic writing system of the Ersu Tibetans of South-West China. It provides a brief introduction to Shaba calendar books and discusses in detail the divination book [no55ma55 ??55 ta55] 'Solar Divination'. The article further outlines the seven luminaries calendar of the Ersu, on which this divination book is based, and provides an annotated translation of one section of the Yuexi Bao'an version of [?o55ma55??55ta55] (the second half of the first lunar month).;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602811X00042;Fr?d?ric PAIN;Comptes           rendus;2011;"""Comptes           rendus"" published on 01 Jan 2011 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602811X00051;XuPing LI;Theses;2011;"""Theses"" published on 01 Jan 2011 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602811X00060;Claire SAILLARD;L'interpr?tation           temporelle           des           subordonn?es           relatives           en chinois standard : contribution           de l'aspect lexical*;2011;Cet article explore l'interpr?tation temporelle d'une classe de propositions relatives en chinois ? partir des informations aspectuelles — aspect lexical et aspect grammatical — disponibles tant dans les subordonn?es que dans les propositions principales. Nous y montrons l'interd?pendance entre type d'intervalle temporel d?fini dans la proposition principale et aspect lexical du pr?dicat de la proposition relative. Nous y exposons sous quelles conditions l'interpr?tation temporelle d'une proposition relative est d?pendante ou non des propri?t?s aspecto-temporelles de la proposition principale.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602811X00079;"Chinfa LIEN; LIEN Chinfa";Verbs           of Saying                        Serh                                                  4                                                , Tann                                                  3                                                and                                   Kong                                                  2                                   in                        L?                                   J?ng                                   J?                      :           A           constructional           Approach*;2011;Cette ?tude explore les verbes de parole (serh4 ???, tann3 ???, et kong2 ???) dans le L? J?ng J?, une pi?ce d'op?ra en min m?ridional datant du seizieme siecle, du point de vue des constructions o? ils apparaissent. En examinant comment se realisent dans un evenement de parole les roles semantiques du locuteur, de l'interlocuteur, et du message, nous distinguons en dehors de quelques expressions fig?es quatre principaux types de construction. On parvient ainsi ? une representation optimale de l'?v?nement de parole en distinguant les diff?rents types de construction, interpr?tables ? partir des ?l?ments qui les composent, et les expressions figees.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602811X00088;Imre GALAMBOS;Notes           et           Documents;2011;A partir du 11?me si?cle, l'?tat Xixia devient ? la frontiere nord de la Chine de Song une puissance r?gionale importante. Nous examinons ici le point de vue des Tanguts sur leur environnement geopolitique, tel que le reflete la traduction d'un trait? militaire chinois appele Jiangyuan, attribu? ? Zhuge Liang. La fin du texte chinois presente le point de vue sinocentrique traditionnel, ou l'empire est entour? des quatre tribus barbares des Yi, des Man, des Rong et des Di. La traduction tangute, elle, omet les trois premi?res, et traite seulement des Di du nord, adaptant ainsi le point de vue chinois aux besoins et ? la situation des Tanguts.;CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
10.1163/1960602811X00097;Pattama PATPONG;Comptes           rendus;2011;"""Comptes           rendus"" published on 01 Jan 2011 by Brill.";CAHIERS DE LINGUISTIQUE ASIE ORIENTALE
